70288,"GLASS FOOD KEEPER 5IN1 W/DESIGN ( C,84,124
80021,FOOD KEEPER 5IN1 ALUMINUM,134.9,134.9
22003,FOLDING BED W/O SPRING POLY FINE,134.9,88.85
22004,FOLDING BED W/O SPRING NYLON STRIPES,134.9,89.1
22005,FOLDING BED W/ SPRING POLYFINE,134.9,62.65
30001,21X13INCH FLOOR MAT W/TASSLE,123,85
30002,21X13INCH FLOOR MAT STRIPES,114,78
30003,23X16INCH FLOOR MAT ANTI SLIP,116,79
30004,31X19INCH FLOOR MAT FOOT PRINT,119,76
30005,30X19 CHECKERED FLOOR MAT,116,69
30006,31X18 5LAYER STRIPE FLOOR MAT,108,65
30007,22X14 FRONT DOOR MAT,103,66
30008,23X15 FOOT PRINT MAT,98,64
30009,31X20 FLORAL DESIGN MAT,119,78
30010,31X19 FLOOR MAT 7 STRIPE,124,69
30013,BATH MAT ANTI SLIPPING,122,102
30014,BATH MAT DOLPHIN(ASSORTED DESIGN),131,75
30015,ANTI SLIPPING BATH MAT RECTANGLE BIG,102,57
30016,BATH MAT SHELL,95,55
30017,ANTI SLIPPING BATH MAT FOOT PRINT,114,78
30018,ANTI SLIPPING BATH MAT SMALL,132,78
30019,BATH MAT FOOT PRINT,122,67
23036,FLEXIMAT SINGLE 36x80,134.9,129
23054,FLEXIMAT SEMI SUPER 54x80,134.9,129
23060,FLEXIMAT SUPER 60x80,134.9,129
23072,FLEXIMAT PRINCE 72x80,134.9,129
23090,FLEXIMAT DOUBLE 90x80,134.9,129
23100,FLEXIMAT FAMILY 100x80,134.9,129
78888,SOLAR FLASHLIGHT,54,108
98216,GD-216S HEAD LIGHT BIG,134.9,134.9
JY9986,RECHARGEABLE LED TORCH,134.9,179.85
73830,FIBER DUSTER,73,121
73850,ADJUSTABLE FIBER DUSTER,82,100
78179,FEEDING BOTTLE 300ML,91,127
78278,FEEDING BOTTLE 120ML,103,127
28001,PLASTIC FAUCET WHITE/BLUE,90,84
28002,PLASTIC FAUCET BLUE/WHITE,90,84
52417,S/S FAUCET,134.9,68.75
52418,S/S FAUCET,134.9,68.75
52419,S/S FAUCET,134.9,134.9
53420,S/S FAUCET,100,182
53422,S/S FAUCET,85,181
53423,S/S FAUCET,88,172
53425,S/S FAUCET,94,168
53426,S/S FAUCET,85,163
53428,S/S FAUCET,93,164
YR400,COOLING FAN,72,113
20700,MINI FAN 700MM,134.9,134.9
92201,FAN LADY BUG 18 CM 12V,67,114
92202,SOLAR ELECTRIC FAN 426 12V,61,105
92203,SOLAR ELECTRIC FAN SMALL 16 12V,114,84
92204,ELECTRIC FAN 10 12V,81,90
92205,ELECTRIC FAN 16 12V,57,96
99504,FC-5004 ELECTRIC FAN,134.9,134.9
80800,DUST PAN STAINLESS 68CM,106,197
90861,DOORBELL,134.9,196.5
99681,DOORBELL(BATTERY OPERATED),134.9,165.7
55588,DOOR KNOB,134.9,134.9
55791,DOOR KNOB ROUND,134.9,134.9
81989,CUTTER W/ PENTEL PEN,134.9,134.9
81017,CUTTER SET 2PC,132,205
81113,CUTTER W/ SCISSOR,134.9,89.75
81334,3 PCS CUTTER  (S),134.9,188.3
81220,3 PCS CUTTER (M),134.9,175.75
81209,2PCS CUTTER W/BLADE,134.9,179.85
86898,1PC. ADVANCED CUTTER,134.9,134.9
76001,COTTON BUDS WAVE SHAPE,134.9,107.15
76002,COTTON BUDS STAR SHAPE,134.9,112.95
76003,COTTON BUDS HEART SHAPE SMALL,134.9,118.55
76004,COTTON BUDS ROUND SHAPE SMALL,134.9,110.5
76005,COTTON BUDS FLEXIBLE SWABS,134.9,140.1
76006,COTTON BUDS ROUND,134.9,115.4
76007,COTTON BUDS HEART SHAPE BIG,134.9,128.3
76008,COTTON BUDS ROUND SHAPE,134.9,114
76009,COTTON BUDS WOOD,134.9,148.3
85016,16CM S/S COOLING RACK,134.9,134.9
85018,18CM S/S COOLING RACK,134.9,134.9
85020,20CM S/S COOLING RACK,134.9,134.9
70167,COOLING RACK (WOOD),134.9,134.9
41701,COMB POINTED NEON COLOR,134.9,124.75
42701,POINTED COMB,134.9,109.3
42202,LICE COMB,134.9,104.15
42402,LICE COMB W/HANDLE,134.9,136.75
42033,POCKET COMB,134.9,131.3
42035,SMALL FASHIONABLE COMB SET,134.9,124.1
42037,4IN1 FASHIONABLE COMB SET,134.9,133.95
42038,4IN1 FASHIONABLE COMB SET,134.9,126.85
42011,COMB W/O HANDLE,134.9,125.65
42012,COMB W/ LINE HANDLE,134.9,132
42013,COMB W/ CLASSIC HANDLE,134.9,149.65
42015,COMB W/ 3 HOLE HANDLE,134.9,126.55
42016,COMB W/ CURVED HANDLE,134.9,137.65
42009,COMB W/DESIGNED HANDLE NEON,134.9,128.25
74007,COAT RACK 5'8 HEIGHT,134.9,193.5
76801,SINGLE POLE CLOTH HANGER,134.9,170.05
76802,DOUBLE POLE CLOTH HANGER,134.9,126.95
70065,BAMBOO CLOTH CLIP 20'S BIG,121,129
70066,BAMBOO CLOTH CLIP 20'S,127,138
20102B,102 B CLIP B,134.9,134.9
20103B,102 B CLIP B,134.9,134.9
20737B,737 B JUMBO CLIP,134.9,134.9
23212,102-12 JUMBO CLIP,134.9,134.9
23712,787-12 JUMBO CLIP,134.9,134.9
70181,CLOTH CLIP 48'S,134.9,134.9
70059,CLOTH CLIP 20S',134.9,134.9
70018,CLOTH CLIP  20'S,134.9,134.9
70820,CLOTH CLIP BIG 20'S NEON,134.9,134.9
72328,CHOPPING BOARD THICK COLORED,124,178
72337,WHITE CHOPPING BOARD THIN 23x37,134.9,134.9
74025,WHITE CHOPPING BOARD THIN 40x25,134.9,134.9
74327,WHITE CHOPPING BOARD THIN 43x27,134.9,134.9
78116,"COLOURED CHOPPING BOARD THICK ""M",134.9,134.9
78117,"COLOURED CHOPPING BOARD THICK ""L",134.9,134.9
78802,CHOPPING BOARD THIN 34x23.5CM,134.9,87.7
78896,CHOPPING BOARD W/KNIFE RECTANGLE,134.9,95
78906,CHOPPING BOARD WHITE 42x29CM,134.9,123.5
78949,CHOPPING BOARD W/ KNIFE,134.9,96.8
79041,"CUTTING BOARD COLORED ""FRUIT""",134.9,134.9
70701,CHILDRENS CHAIR,134.9,170.6
95504,DIGITAL VIDEO RECORDER DIY 4 CHANNEL,134.9,134.9
95501,WIRELESS IP CAMERA (P2P) A6040,134.9,134.9
95502,WIRELESS IP CAMERA (P2P) B6650,134.9,134.9
50125,12.5CM CASH BOX,134.9,134.9
50015,15CM CASH BOX,134.9,134.9
50025,25CM CASH BOX,134.9,134.9
50030,30CM CASH BOX,134.9,134.9
AB118AB,ELECTRONIC MONEY DETECTOR,125,159
KK68A,CALCULATING & NOTE CHECKING MACHINE,134.9,101.8
UV318,MONEY DETECTOR,134.9,126.1
50009,30 BGX-M/D SAFETY DEPOSIT BOX,134.9,101.85
50012,45 BGX-M/D SAFETY DEPOSIT BOX,134.9,134.9
11168,6X8M NYLON CAR COVER,134.9,100.4
11810,8X10 NYLON CAR COVER,134.9,100.4
11812,8X12NYLON CAR COVER,134.9,100.4
11814,8X14 NYLON CAR COVER,134.9,100.4
11816,8X16NYLON CAR COVER,134.9,100.4
11818,8X18 NYLON CAR COVER,134.9,100.4
11820,8X20NYLON CAR COVER,134.9,100.4
11822,8X20NYLON CAR COVER,134.9,100.4
60005,MILK CANISTER 4 LAYER,117,158
60016,CANISTER 6IN1,134.9,139.85
66201,201-1 SPICE HOLDER,134.9,134.9
66401,401-1 SPICE HOLDER,134.9,134.9
72861,CAN OPENER COLORED HANDLE,134.9,76.8
80012,CAN OPENER,96,185
81031,6654-4 CORKSCREW,134.9,134.9
81206,6654-10 S/S CORKSCREW,134.9,134.9
83117,KEY TYPE BOTTLE & CAN OPENER,77,174
83118,CLASSIC CAN OPENER,71,177
86014,BOTTLE & CAN OPENER,134.9,134.9
2272,ELECTRONIC CALCULATOR,108,153
2270,ELECTRONIC CALCULATOR,92,145
837,ELECTRONIC CALCULATOR,101,150
53100,NYLON CABLE TIES 2.5x100MM,134.9,134.9
53150,NYLON CABLE TIES 3.6x150MM,134.9,134.9
90001,COAXIAL CABLE WIRE 100MM,134.9,134.9
90004,"RED/BLACK HOOKUP WIRE 12VDC 2x1""",134.9,134.9
90008,RG58  SMA ANTENNA CONNECTOR,134.9,134.9
603,DISH CABINET W/PLATE HOLDER,116,157
604,DRAWER CLOSET 4DOOR 2LAYER,134.9,134.9
34004,CLOTH CABINET 99553,134.9,141.55
34005,CLOTH CABINET BS-125,134.9,136.8
34007,CLOTH CABINET 1626,114,174
34008,CLOTH CABINET BS-155,134.9,126
34010,CLOTH CABINET 80A,134.9,127.1
77088,CLOTH CABINET,130,213
135C,CLOTH CABINET,134.9,139.05
3A,TABLE RACK 3LAYER,134.9,157.2
3A2,S/S GLASS RACK 3L 53x18x35CM,134.9,134.9
3D4,DRAWER CABINET 4DOOR 2LAYER,134.9,155.75
3H4+1,DRAWER CABINET 5DOOR 2LAYER,134.9,134.9
3H4+2,DRAWER CABINET,134.9,134.9
4A,TABLE RACK 25x19x18CM ,134.9,134.9
4A2,S/S RACK CLOSET 4L 2 DOOR,134.9,134.9
4D6,DRAWER CABINET 6DOOR 3LAYER,108,156
5D8,DRAWER CABINET 8DOOR 4LAYER,99,156
90777,REMOTE LIGHT SWITCH,134.9,134.9
91036,LED RECHARGEABLE TUBE 5W,134.9,107.15
91040,LED TUBE LIGHT 7W,134.9,85.8
91501,DISCO BULB W/ INVERTER 6HZ 12V,124,120
91502,DISCO BULB 220V,105,114
91503,LED BULB W/ COLOR 3W,134.9,134.9
91533,SFLS-5636 LED STRIP 12V-33CM,134.9,134.9
91603,LED BULB 3W,134.9,134.9
91605,LED BULB 5W,134.9,134.9
91803,OSONI LED BULB 3W,134.9,134.9
91805,OSONI LED BULB 5W,134.9,134.9
91807,OSONI LED BULB 7W,134.9,134.9
91809,OSONI LED BULB 9W,134.9,134.9
91812,OSONI LED BULB 12W,134.9,134.9
91820,LED STREET LIGHT,134.9,134.9
92268,SOLAR FLASHLIGHT BULB,134.9,134.9
70718,PUSH BRUSH 3 COLORS,134.9,134.9
30152,TOILET BRUSH DOUBLE SIDED W/ WHITE,134.9,134.9
70021,CLOTH BRUSH ORDINARY,134.9,179.85
70022,PUSH BRUSH  SMALL,134.9,134.9
70029,CLOTH BRUSH,134.9,134.9
70888,PUSH BRUSH PLASTIC,134.9,134.9
72235,PUSH BRUSH W/ DESIGN 116CM,134.9,134.9
72920,ROUND TOILET BRUSH (WOOD HANDLE),134.9,134.9
72925,RECTANGULAR TOILET BRUSH (WOOD HANDLE),134.9,179.85
72926,ROUND TOILET BRUSH (WOOD HANDLE),134.9,134.9
78132,IA881 RECTANGULAR TOILET BRUSH,134.9,134.9
78133,A17 ROUND TOILET BRUSH,134.9,179.85
78730,BIG PUSH BRUSH RED,134.9,134.9
70092,BROOM W/ CURVED DUSTPAN,134.9,131.1
70095, BROOM W/ DUSTPAN,74,138
70096,BROOM W/ CURVED DUSTPAN,63,138
70097, BROOM W/ DUSTPAN WH,79,152
70098,BROOM W/ DUSTPAN SMALL,83,139
70099,BROOM W/ DUSTPAN,80,152
70100,BROOM W/ DUSTPAN,70,161
70213,3 COLOR BROOM 123CM,112,137
70229,5 COLOR BROOM 117CM,112,148
70315,1 COLOR BROOM 117CM,127,157
70316,1 COLOR BROOM W/ ADJUSTABLE HANDLE,134.9,142.4
70501,BROOM W/ DUSTPAN,82,153
72820,BROOM W/ DESIGN,134.9,149.65
73239,BROOM MATTE,125,167
73873,BROOM W/ FLOWER DESIGN,134.9,157.7
73883,BROOM,92,151
78801,3 COLOR BROOM SMALL,107,149
78808,SCALLOP BROOM,115,157
43005,WHITE BOARD W/ DESIGN 20X30,134.9,134.9
43006,WHITE BOARD W/ DESIGN 35X25,134.9,63.4
43007,WHITE BOARD W/ DESIGN 30X40,134.9,60.9
43008,WHITE BOARD W/ DESIGN 35X40,134.9,101.2
30152,COTTON BLANKET,134.9,134.9
30182,COTTON BLANKET 18x2.2,134.9,134.9
92050,"YT050-12"" BICYCLE",134.9,134.9
50077,GOGO BATTERY 2A,134.9,128.7
50078,KINGEVER BATTERY 2A,134.9,121.6
50088,GOGO BATTERY 3A,134.9,138.6
50099,GOGO BATTERY 1A,134.9,150.95
90007,RECHARGEABLE BATTERY 12V7AH,134.9,134.9
97012, RECHARGEABLE BATTERY 12V12AH,134.9,93.4
97017, RECHARGEABLE BATTERY 12V17AH,134.9,101.2
97024, RECHARGEABLE BATTERY 12V24AH,134,105
97040, RECHARGEABLE BATTERY 12V40AH,134.9,118.4
97055, RECHARGEABLE BATTERY 12V55AH,128,132
97065, RECHARGEABLE BATTERY 12V65AH,134.9,81.45
97100, RECHARGEABLE BATTERY 12V100AH,134.9,99.3
97120, RECHARGEABLE BATTERY 12V120AH,134.9,87.2
97150, RECHARGEABLE BATTERY 12V150AH,134.9,87.5
97200, RECHARGEABLE BATTERY 12V200AH,134.9,63.1
97270, RECHARGEABLE BATTERY 12V1270AH,134.9,95.4
97640,GD-640 6V 4.0AH,132,105
97645,GD-645 6V 4.0AH,134,105
29000,SHOPPING BASKET,134.9,112.65
63415,4-15 SMALL BASKET,134.9,134.9
63416,4-15 SOAP BASKET,134.9,116.95
20340,S/S BASIN 34CM,134.9,134.9
20360,S/S BASIN 36CM,134.9,134.9
20380,S/S BASIN 38CM,134.9,134.9
20420,S/S BASIN 42CM,134.9,134.9
79005,PLASTIC BASIN,134.9,134.9
10016,VOLLEYBALL,134.9,135.75
10030,"BASKETBALL 3""",134.9,135.9
10050,BASKETBALL HELPFULLNESS,134.9,132.35
10060,BASKETBALL HELPFULLNESS RAINBOW,134.9,133.95
10075,BASKETBALL CLASSIC 7'' B-7,134.9,133.25
10095,BASKETBALL CLASSIC AOYUNTE,134.9,140
10133,BASKETBAL CITADEL-8800,107,120
10168,BASKETBALL PVC,111,112
10188,BASKETBALL ASTON XL-1000,112,124
10205,BASKETBALL ASTON 4000,112,119
55407,80MM CLASSIC WOOD AX,134.9,125.2
55408,75MM WOOD AX,132,128
25001,ANTENNA 10M,106,296
25002,ANTENNA 15M,106,337
25003,ANTENNA 20M,106,356
59068,COAXIAL INDOOR TV ANTENNA SMALL,134.9,118.55
59618,COAXIAL INDOOR TV ANTENNA BIG,134.9,118.55
55320,AB320 CLASSIC HAND PUMP,134.9,214.3
55730,SMALL CLASSIC FOOT PUMP,134.9,252.8
52004,BIG CLASSIC FOOOT PUMP,134.9,189.75
59001,FOOT PUMP W/ TANK & GAUGE,134.9,153.9
59007,FOOT PUMP W/ TANK,134.9,139.5
55030,SMALL HAND PUMP COLORED,130,206
55038,FOOT PUMP W/ TANK & GAUGE COLORED,134.9,150.45
55056,SMALL FOOT PUMP COLORED,134.9,134.9
59809,9809 AIR PUMP W/ TANK & GAUGE,104,234
59054,4554L AIR PUMP,134.9,134.9
GS-101,SINGLE BURNER STOVE SILVER,134.9,134.9
GS-102,SINGLE BURNER STOVE GOLD,134.9,134.9
GS-201,DOUBLE BURNER STOVE SILVER,134.9,134.9
RC-101,1L-350W-5CUP,134.9,149.25
RC-151,1.5L-500W-8CUP,134.9,149.25
RC-181,1.8L-700W-10CUP,134.9,149.25
RC-221,2.2L-900W-12CUP,134.9,149.25
FI351,FLAT IRON,134.9,144.7
AWF-16-40A,WALL FAN,134.9,168.85
ADF-12-30,DESK FAN,134.9,134.9
BD-301,BLENDER 2.2L SMALL,134.9,116.2
BD-302,BLENDER 2.2L BIG,132,174
EN471,VEST,134.9,134.9
10300,BAR CODE STICKER WHITE,134.9,172.3
13020,BARCODE THERMAL PAPER,134.9,137.2
55500,PAINT ROLLER SMALL,134.9,134.9
BF888S,PORTABLE TWO WAY RADIO VHF/UFF FM TRANSCEIVER,134.9,155.25
S0303,S/S FRUIT RACK 3 LAYER,109,212
70001,BABY WIPES SCENTED,134.9,81.4
70002,WET WIPES,134.9,78.3
70003,WET WIPES SCENTED,134.9,81.4
20081,081 10L WATER JUG W/ FAUCET,134.9,180.7
20082,082 2L  WATER JUG,134.9,183.9
20083,083 1.2L WATER JUG,134.9,143.6
20085,085 6.5L WATER JUG W/ FAUCET,134.9,134.9
20086,086 3L WATER JUG W/ FAUCET,134.9,179.85
20088,088 21L WATER JUG,134.9,148.4
60091,0091 SMALL WATER JUG,134.9,88.6
60100,0100 BIG WATER JUG,127,167
22011,2011 SMALL COOL JUG SQUARE,134.9,134.9
